231
1139	1453	48
407	2572	101
960	1978	21
1356	2600	140
305	2793	79
664	1212	46
692	796	120
508	442	46
185	704	33
488	1609	46
869	79	46
529	646	55
235	1093	30
235	902	30
1125	1763	55
6	553	3
757	756	55
443	1059	3
60	676	41
57	1867	33
309	80	48
384	1155	21
492	1552	52
900	490	3
1111	447	16
302	2895	79
2429	10	187
1351	490	144
1340	2800	144
2199	1996	79
140	2264	33
6	402	3
126	203	46
1076	2027	33
387	2149	30
296	1692	46
2199	3020	79
539	851	46
309	569	48
2775	1064	104
1358	1001	46
2115	150	46
235	318	30
100	707	32
1335	877	55
220	806	33
191	2113	60
154	1176	3
143	1512	120
21	2981	30
147	215	52
1471	559	52
305	2647	79
2644	545	45
2571	2126	16
183	2095	46
247	1202	46
100	1521	32
21	533	30
40	90	160
492	2153	52
235	2508	30
2367	1259	46
235	28	30
302	1134	101
1758	452	76
11	1503	41
662	972	120
1777	434	76
1544	2695	52
594	2805	16
2295	2294	46
746	938	71
1356	2690	34
698	329	3
185	1592	33
433	1605	76
508	2511	46
154	2568	3
1429	798	55
140	52	33
302	2075	101
1258	42	48
1136	1421	41
1459	580	16
2587	2494	16
1471	703	52
350	1115	46
220	631	33
1194	2690	88
1847	1063	76
302	691	79
1824	1825	140
227	2397	3
685	684	55
1263	2319	46
2335	254	187
140	775	33
2454	1649	104
142	729	16
1093	1774	55
520	519	46
1535	1609	46
594	2059	16
2268	466	3
73	632	55
2729	578	104
905	1621	33
362	1257	90
903	336	46
60	2519	24
1263	2891	46
100	956	32
975	2282	48
2298	2225	41
1972	884	46
141	1574	21
227	995	3
335	1460	30
315	1791	33
206	1603	46
492	1531	52
305	1483	79
2100	737	173
24	271	46
2961	808	104
1388	1386	41
309	2266	144
594	1510	16
594	894	16
960	852	21
2461	2104	120
1186	1388	101
809	2332	41
239	2656	21
3001	2450	139
83	2709	32
1367	2233	41
1139	1534	48
834	282	138
140	667	33
220	1802	33
930	223	46
235	14	30
1535	2311	46
305	2675	79
228	879	121
1131	1355	55
302	2275	79
881	2740	30
2790	768	132
302	594	79
40	2540	160
143	780	120
220	2181	33
824	517	48
833	1778	48
1724	519	55
311	2043	41
900	314	3
414	2250	30
488	894	46
687	469	48
741	668	46
302	1297	79
975	1680	48
1907	466	132
594	2081	16
2129	2895	41
581	311	119
2345	1543	129
1521	1916	16
206	893	46
227	2076	3
2380	1149	23
198	2648	41
1030	906	132
1030	704	132
2613	727	16
2114	2011	60
297	127	48
2314	2535	46
1173	1667	46
979	2435	60
311	2895	41
2822	1827	112
999	1684	60
833	1609	48
1774	1093	55
1089	745	88
147	910	52
1896	1895	41
2266	727	21
641	1978	21
1550	9	46
1580	1863	60
315	209	33
1847	2008	76
2149	1802	104
845	2346	129
492	1225	52
1236	1820	71
664	1969	46
77	159	30
489	450	48
1471	1793	52
2030	2155	183
2462	665	46
302	1677	101
1768	13	129
220	144	33
2607	738	48
691	1676	16
2815	2132	41
407	1991	101
60	1007	24
1577	780	46
296	349	46
227	868	3
313	312	132
21	598	30
1997	948	173
1111	1001	16
510	900	46
302	2648	79
1328	386	112
2030	1485	183
1929	167	129
1270	337	48
1972	331	46
185	392	33
