372
1973	2862	134
797	65	26
2383	202	7
1213	65	26
6	446	106
1219	338	1
269	1208	14
257	2737	57
2268	814	136
605	13	6
2337	36	1
514	1795	22
1679	915	169
265	65	26
146	961	57
2546	114	57
1133	2125	25
2132	365	91
1448	617	1
1841	1499	25
1050	6	134
986	37	37
544	179	103
1746	2565	103
696	1445	25
1537	1161	146
1423	1443	156
2388	65	26
307	125	6
901	26	12
1440	235	149
1479	65	26
97	2068	86
2967	3	1
159	311	51
1079	313	103
1082	666	25
917	916	86
2922	117	43
2509	840	40
1476	335	7
2125	30	14
731	365	184
2467	3	1
192	2340	64
1321	2669	38
138	581	36
163	36	1
2820	298	51
873	1818	2
1638	26	12
1933	235	7
868	2929	68
2150	526	27
2071	119	44
1405	65	26
841	1717	92
758	1983	2
538	3	1
2135	1254	150
835	789	149
624	117	43
854	13	61
1222	338	1
2863	353	62
1605	1606	25
2796	1675	2
1497	65	26
1940	36	1
1140	65	26
2778	1208	107
321	1015	146
2250	789	7
1087	65	26
232	65	26
2479	26	12
1745	26	40
946	2109	6
807	2105	86
2031	311	51
2635	1161	146
506	65	26
2204	1372	2
2973	365	91
41	507	25
1632	70	96
549	2003	38
2229	809	2
193	3	1
1171	365	166
149	526	2
2857	11	133
2431	2856	182
1649	70	27
632	1652	25
609	36	1
615	365	95
3012	814	86
221	65	26
1001	1313	25
1797	1261	57
2733	11	2
1354	922	50
2684	365	158
478	1326	146
1804	235	7
2868	40	64
993	298	89
738	402	25
1523	227	134
1004	117	43
114	70	2
1588	2583	6
599	338	1
1941	65	26
1693	2455	14
778	40	64
515	70	2
2265	70	27
1266	311	51
1428	70	2
571	298	175
376	97	36
1029	1181	25
2012	70	86
1792	1802	25
2382	37	37
292	117	43
768	65	26
956	365	123
839	26	40
346	1384	6
2793	2127	186
2258	288	75
1747	1721	103
1175	688	25
1102	1326	146
1773	36	1
605	713	25
1454	65	26
1773	1772	25
2869	40	64
1642	6	134
2550	40	64
970	26	40
1660	3	1
404	2545	6
1131	1945	25
301	800	51
2512	26	12
469	392	25
2337	1161	146
1039	26	40
132	36	1
511	1084	145
2099	65	26
1587	36	1
2217	1136	22
1298	1426	103
1268	65	26
2063	1374	103
1308	70	6
23	1913	110
2710	13	6
2753	26	12
1470	2276	134
469	880	25
2681	2680	86
300	998	25
1488	1301	68
1111	840	40
1722	789	7
19	182	25
435	338	1
1427	1955	37
1762	1955	37
473	26	40
181	3	1
2400	11	2
2119	70	6
2356	13	61
2036	227	134
612	65	124
2635	338	1
1630	40	64
322	40	64
1589	117	43
313	3	1
1642	65	26
778	26	12
1064	138	83
872	985	68
1684	1166	59
1172	65	26
1902	227	134
2045	15	7
2195	816	137
764	648	37
2024	3	1
201	138	89
1448	36	1
2487	526	2
1635	389	2
1686	1161	146
2031	117	43
2312	138	62
124	119	44
4	104	25
1875	117	43
643	65	26
2606	65	26
1834	2002	25
2860	97	36
1538	117	43
2383	235	7
392	2929	68
1826	1260	14
1126	119	44
1933	119	44
2144	355	6
852	2971	6
1611	36	1
292	326	1
549	298	83
456	298	83
1839	65	26
222	65	26
1625	2554	1
1400	311	89
2740	70	6
851	2027	25
2044	1456	25
1465	36	1
237	2201	1
2615	207	25
757	36	1
538	36	1
2250	414	7
2267	235	7
2293	132	38
1230	70	2
1197	36	1
301	2379	1
1289	65	26
2013	235	7
43	44	42
2099	298	83
2377	65	26
1596	97	36
1835	2529	135
852	117	43
164	2264	25
274	367	106
127	13	61
2373	355	6
856	809	2
356	298	83
105	104	25
2464	453	107
1187	2208	106
626	70	2
533	235	149
12	1198	57
1376	617	1
146	1668	96
1041	1227	25
1500	125	6
2669	70	6
646	2481	25
163	329	25
1940	416	51
772	1443	156
2032	367	106
673	65	26
1800	3	1
509	119	44
270	466	25
544	65	26
918	2321	2
2186	227	134
1660	208	57
2543	235	7
2681	11	22
382	2160	25
447	526	6
1155	36	1
1647	878	25
2491	1443	156
532	1699	86
806	65	26
375	436	61
2040	789	7
1054	132	103
978	44	42
1913	117	43
1079	65	26
90	1529	1
601	570	25
1001	906	25
388	117	43
1921	2985	38
2526	1717	92
1169	2943	141
798	36	1
1713	40	64
1919	117	43
2439	235	7
871	2274	2
703	789	162
791	208	103
2250	235	7
28	789	7
1635	2201	1
1961	1841	116
922	1423	25
165	117	43
257	1198	57
715	1097	25
2862	446	106
2830	2149	57
2265	526	27
2435	44	42
2388	298	83
842	1514	25
956	365	158
2529	326	1
2322	338	1
231	2063	25
2999	13	6
1392	2991	136
2727	1795	22
2624	338	1
1935	36	1
946	1378	1
1464	65	124
402	65	26
1511	65	26
2842	40	64
2336	3	1
1552	2493	2
852	2971	2
649	2972	2
1507	1852	1
990	311	51
2014	117	43
2564	70	2
1991	97	36
997	2044	135
2621	70	2
1865	40	64
1798	36	1
246	419	25
1204	722	25
1862	436	96
1179	65	26
2083	65	26
2162	36	1
2874	2582	1
1079	566	68
1459	840	40
994	208	103
1886	1658	2
452	117	43
2718	353	89
1909	467	110
1155	384	25
79	722	108
227	1989	25
1731	119	44
1058	1378	1
153	1659	25
2192	881	7
