90
629	1329	15
1550	1028	71
1118	1180	18
430	420	68
626	410	82
873	220	23
149	937	2
73	974	28
260	434	56
436	66	82
629	148	15
1413	724	23
1199	1556	23
73	1240	28
1414	609	94
65	1192	41
195	1038	48
347	231	23
934	1573	102
1055	355	23
879	974	53
536	387	12
118	442	2
390	28	59
245	978	23
260	533	56
1497	1385	78
42	710	53
404	506	15
624	1226	81
294	705	3
1083	297	2
73	1539	28
260	1324	56
1024	477	23
368	1089	18
250	840	28
86	742	41
490	66	2
162	669	29
501	1292	1
240	885	41
994	1541	23
155	1395	2
1394	499	68
26	1391	12
261	655	23
1060	705	68
1356	779	23
582	535	2
86	519	41
1102	361	23
191	985	68
196	1221	41
798	890	2
665	653	81
629	138	15
73	1336	28
229	1649	1
1504	902	2
879	433	53
1073	814	28
826	466	77
21	785	12
508	235	23
467	1420	23
73	837	28
1239	1168	53
443	1124	2
26	335	12
130	311	23
404	280	15
808	139	23
99	830	29
62	1329	15
250	1067	28
570	831	12
1480	745	15
73	1048	28
99	559	29
1083	180	2
73	621	28
73	558	28
1066	1299	28
476	1415	23
65	1407	1
62	761	15
894	424	2
826	196	77
622	1155	15
