167
98	97	14
155	634	0
114	445	8
518	103	16
192	84	14
189	446	6
1186	196	6
972	15	32
343	112	14
1019	283	6
292	293	7
679	15	6
905	267	14
103	74	42
347	1054	7
10	131	0
225	60	90
449	423	0
905	268	14
1067	1073	118
10	332	0
657	190	6
99	162	52
207	99	52
682	77	72
905	268	7
187	29	72
758	181	14
91	266	0
1019	196	6
321	191	19
1416	336	7
91	189	0
64	196	6
682	1266	8
576	190	6
600	99	147
181	758	7
118	423	0
600	279	16
490	1428	0
34	162	52
531	283	6
411	29	13
305	632	0
1411	1633	118
852	181	14
438	65	32
1245	15	6
321	1394	19
118	642	0
1219	619	7
957	1332	7
505	99	52
442	619	14
31	30	7
8	113	14
71	1303	0
937	984	14
305	213	0
807	466	6
35	206	16
10	259	0
505	35	147
113	112	7
223	130	7
719	63	7
71	338	19
60	626	90
118	310	0
99	206	52
198	283	6
97	98	14
647	876	6
206	526	52
438	15	32
526	34	16
505	35	16
413	1110	32
464	385	7
353	178	6
287	884	14
1194	446	6
956	446	6
852	88	14
798	1490	0
155	553	0
619	442	14
714	76	8
113	1140	7
131	466	6
518	279	16
223	1055	7
600	505	147
34	206	52
807	196	6
759	1425	7
243	439	6
1194	65	6
571	526	52
807	15	6
156	446	6
1140	343	14
798	653	0
223	121	7
64	283	6
162	279	16
798	797	0
1361	15	6
799	758	14
252	547	7
252	136	14
714	1363	8
279	364	16
551	607	7
154	153	7
1502	46	19
251	250	118
875	460	7
1055	223	7
99	207	52
682	19	8
878	824	14
888	1146	124
1103	466	6
1358	430	19
529	60	72
1037	65	6
957	158	7
279	206	16
343	113	14
526	103	52
339	181	14
187	1363	8
161	52	0
112	1140	14
672	592	0
99	505	147
198	190	6
118	105	0
1194	196	6
225	626	90
219	283	6
1245	1005	6
615	68	14
113	343	14
187	115	8
187	76	8
875	460	14
398	397	7
16	750	7
155	1198	0
647	196	6
99	571	52
529	1161	72
352	175	45
878	824	7
6	436	13
14	283	6
91	726	0
10	338	19
267	905	14
19	697	13
1125	153	14
442	619	7
605	234	0
136	252	14
