4145
0	1	0
2	3	1
4	5	2
6	7	3
8	9	4
10	11	0
12	13	5
14	15	6
16	17	7
18	19	8
20	21	9
22	23	10
24	25	11
26	27	12
28	29	13
30	31	14
32	33	15
34	35	16
36	37	4
38	39	17
40	41	11
42	43	18
44	25	11
45	46	19
6	47	13
48	49	0
50	51	14
52	53	20
54	55	21
56	57	15
58	59	22
19	60	13
61	55	21
62	63	15
64	65	6
66	67	23
68	69	7
70	71	24
72	73	25
74	75	26
76	77	13
78	79	27
80	81	0
82	83	27
76	84	3
85	86	20
87	88	14
89	41	11
90	87	14
91	92	0
93	94	11
95	96	28
97	98	7
99	57	29
100	101	22
68	102	7
16	103	30
104	105	12
106	107	31
108	25	11
109	110	7
73	111	28
112	113	7
114	115	8
116	117	32
118	119	0
120	121	7
122	103	33
123	124	34
125	40	14
126	65	35
127	128	3
129	111	18
130	131	36
132	15	6
133	134	6
135	86	37
136	137	23
138	139	23
140	141	17
142	143	38
144	145	39
146	147	4
148	149	4
150	55	21
151	152	40
153	154	7
155	156	0
157	158	7
86	159	41
160	10	4
161	22	0
162	163	42
164	37	4
165	75	43
51	166	7
167	168	44
120	131	23
124	103	33
10	169	0
170	171	9
172	173	4
174	175	45
73	176	28
177	178	46
179	180	34
181	90	14
182	34	33
131	183	27
184	25	11
185	186	4
187	167	8
14	65	6
188	5	27
189	190	6
71	191	19
118	192	2
193	194	47
195	196	48
197	2	43
198	65	6
199	200	11
201	202	49
203	204	50
65	205	51
206	207	52
208	209	53
210	211	7
212	196	6
14	196	6
213	190	6
214	215	38
216	186	4
217	218	36
219	65	6
220	221	43
222	149	4
120	223	14
224	37	4
76	225	13
10	160	2
222	41	11
226	227	14
228	229	48
230	231	23
178	232	1
233	73	54
234	53	37
91	235	0
236	141	17
237	238	11
239	37	4
240	241	41
242	26	7
0	243	0
244	245	55
170	65	6
246	39	17
247	248	36
249	65	32
250	251	28
252	253	7
254	255	34
256	257	36
127	47	13
258	65	38
21	259	36
260	261	56
262	263	57
89	264	22
90	87	7
73	265	28
71	266	0
267	268	7
269	41	11
270	271	21
272	273	27
274	275	20
76	276	3
277	278	22
279	280	42
281	0	24
282	283	6
284	276	58
285	200	11
286	55	21
287	288	14
289	12	59
118	191	19
8	215	38
290	291	45
63	8	7
292	293	14
294	295	3
296	266	49
180	297	14
26	298	12
299	279	33
300	41	11
301	302	60
303	283	6
304	65	61
86	203	41
305	306	0
307	126	62
60	308	41
309	310	36
311	85	63
312	313	7
10	314	0
315	316	64
208	317	38
318	252	14
319	86	20
73	320	28
108	321	4
322	323	65
253	75	38
324	252	56
325	302	39
326	119	23
327	75	22
328	0	24
329	41	11
10	330	0
331	140	66
332	333	20
334	175	45
91	22	0
322	200	11
335	65	67
298	75	43
336	41	11
73	337	28
321	338	19
88	339	14
2	340	40
341	342	68
110	109	7
343	113	7
344	345	66
346	347	55
348	349	23
350	190	6
351	41	11
86	319	41
78	275	20
352	229	45
353	65	6
354	355	36
356	357	69
358	107	31
359	360	36
283	361	41
362	363	56
35	34	16
364	103	16
65	365	1
366	367	22
368	369	18
370	371	2
372	284	70
373	374	14
375	332	23
376	377	63
378	379	71
380	113	15
381	382	23
170	383	24
372	384	58
18	47	72
133	65	6
385	386	23
305	198	0
233	73	25
162	343	29
328	171	9
387	87	27
167	388	73
389	82	23
231	65	6
390	391	59
359	360	23
392	190	6
73	393	28
394	75	43
262	395	31
18	77	72
396	15	6
397	398	7
149	222	2
10	399	0
110	41	11
400	401	64
242	402	23
73	403	28
404	17	15
405	406	74
37	244	0
249	407	32
408	409	22
295	410	75
411	412	13
