91
1768	1030	1
1631	1776	1
1510	2218	1
1458	1480	1
2148	2510	1
1773	1786	5
2535	1116	1
856	1932	1
2578	1408	1
1187	1519	1
447	2469	1
1444	623	1
2633	451	1
2099	2063	1
1809	1351	1
908	1603	5
2287	172	1
1258	1257	5
2173	2052	1
73	161	1
2110	366	5
982	2122	1
2116	2691	1
2498	1739	1
581	1555	1
1042	295	1
234	71	5
1332	1983	1
133	2046	5
394	1612	1
829	1228	1
1165	670	5
1728	1842	1
618	1870	1
2301	1178	1
1027	183	1
106	2222	1
759	1213	1
1039	782	1
1473	1210	1
695	1694	1
1571	2414	1
1497	1164	1
2339	766	1
2340	436	1
1398	2280	1
1293	520	1
2428	2153	1
192	877	1
1608	2096	1
2230	705	1
2105	735	1
82	2568	1
1191	135	1
362	157	1
2416	569	1
1004	2247	1
64	2072	1
851	888	9
1641	742	1
925	1122	5
247	1520	1
1294	2114	5
116	421	1
1066	1730	1
119	310	1
1203	1403	1
1950	2234	1
1248	840	1
234	1683	1
1438	1634	1
421	2414	1
301	545	1
2022	426	5
2136	1730	1
2600	2220	1
235	2681	1
917	2578	1
124	1154	1
2076	1104	1
592	1812	1
464	2550	1
2575	757	1
1840	344	1
2732	650	1
1024	478	5
685	12	1
972	974	1
2029	2566	1
973	974	5
466	245	1
