315
1201	166	8
1940	29	9
940	82	8
268	170	24
1513	29	9
1017	339	32
762	1286	15
1371	29	9
1547	485	12
838	683	84
182	1427	20
108	140	15
2236	25	11
1829	170	105
847	146	144
80	170	24
68	46	20
107	25	11
1315	347	24
797	1390	60
332	76	27
1076	46	20
1878	372	9
1225	29	9
179	528	12
1636	29	9
515	16	34
1236	356	12
1242	29	9
2159	16	12
1740	776	84
363	657	83
1197	170	83
1813	76	27
654	29	9
821	307	34
1509	76	27
436	76	27
2065	37	8
926	166	8
1405	29	9
1735	2056	24
958	1953	28
842	101	34
2447	2349	24
1065	46	20
277	925	34
1740	1288	84
620	29	9
1654	554	32
2298	766	12
401	170	83
1297	170	24
122	166	8
1721	82	8
109	927	34
1147	170	60
225	29	9
1312	76	27
1076	95	32
872	37	8
327	76	27
465	729	8
2416	21	9
1022	21	9
1318	1709	30
2091	428	15
1633	21	9
1378	29	9
1299	793	107
291	29	9
540	2349	24
2124	19	8
1598	82	8
1789	82	8
917	29	9
1767	616	107
77	29	9
635	491	12
1120	29	9
1154	151	8
815	1201	15
328	850	115
2229	1805	9
499	170	24
2033	477	88
2371	2364	84
230	170	24
1725	76	27
1781	657	83
832	1268	12
1995	378	24
1305	246	58
1861	528	12
986	76	27
1033	1972	24
897	153	44
2280	668	12
396	1015	15
248	671	15
596	2032	19
1022	180	12
648	170	60
745	1030	124
1668	650	30
1858	1256	15
977	356	34
682	1018	12
593	101	34
885	76	27
1404	792	111
187	76	27
713	2028	24
1548	649	121
860	1514	12
1926	412	15
172	1949	104
1324	46	20
2276	21	9
2083	146	71
197	491	12
57	29	9
329	142	44
721	46	20
698	792	111
1526	29	9
2015	29	9
133	2208	104
589	975	60
2354	610	12
724	21	9
326	82	8
1298	404	8
1492	1025	32
272	78	109
2309	597	8
484	898	115
102	2351	60
1723	170	24
487	21	9
753	1133	124
1830	76	27
586	895	32
1883	404	8
11	2377	24
1103	1790	172
1347	1517	9
1658	29	9
859	166	8
2142	29	9
1327	22	107
381	2086	9
1663	1206	105
352	407	78
370	215	64
939	491	12
897	46	20
428	170	83
161	29	9
1741	1585	78
426	29	9
1727	645	151
460	76	27
45	151	8
127	515	15
117	76	27
464	29	9
971	1585	78
344	154	15
1282	1210	34
298	1290	19
185	170	30
124	46	20
34	119	34
1567	133	15
1589	356	34
55	76	27
1084	485	12
2142	76	27
2294	136	40
1316	170	83
182	82	8
539	2208	104
721	706	19
2343	1258	12
123	180	12
33	29	9
268	29	9
1529	21	9
983	136	40
1369	597	8
817	76	27
1060	1978	15
1561	29	9
265	272	15
55	29	9
297	170	46
2471	29	9
919	813	15
506	1268	12
613	409	15
319	126	60
270	601	97
314	82	8
206	491	12
353	683	84
1643	76	27
305	182	15
233	126	60
1535	101	12
1103	477	88
2397	76	27
103	37	8
1643	643	24
726	1177	15
2198	82	8
56	597	8
1620	82	8
314	1957	32
1824	668	12
719	76	27
1082	25	11
469	171	12
163	29	9
777	1514	12
454	170	83
92	170	60
127	804	15
1985	2	71
197	659	12
875	1887	15
2185	360	73
625	82	8
1002	171	34
781	927	34
1345	358	73
1478	1674	81
1591	76	27
945	1427	20
1530	1112	19
1680	170	60
2188	218	9
1023	46	20
1808	170	83
785	46	20
436	1047	15
442	76	27
1858	76	27
276	25	11
1711	21	9
2405	21	9
33	101	12
1342	82	8
909	29	9
357	763	24
313	29	9
1918	348	78
279	221	34
942	1205	12
669	2454	60
1848	29	9
1441	1581	39
1472	29	9
1709	106	64
291	2012	15
752	2313	12
1393	166	8
802	170	60
702	16	12
2198	46	20
1084	121	12
1121	29	9
755	29	9
872	82	8
1187	76	27
1193	2169	138
198	490	8
1565	151	8
234	347	24
56	976	109
1692	633	22
1493	21	9
1235	1243	60
2450	29	9
2084	76	27
108	87	144
989	941	20
1526	898	15
1122	21	9
574	1413	30
1613	1614	24
1184	170	24
656	528	12
797	493	15
1995	1996	60
1580	360	73
642	29	9
783	71	34
479	29	9
1197	46	20
26	48	9
744	1243	24
634	470	15
388	1002	15
1519	1538	24
543	1123	12
1942	126	60
1336	119	12
1924	342	58
5	1123	12
68	142	44
599	409	15
584	76	27
192	1018	12
1589	41	34
