351
712	243	3
307	272	7
663	1053	7
2445	834	53
1336	913	21
1234	459	5
2280	667	21
329	378	14
2380	672	3
205	2105	3
557	1946	3
1153	13	91
2038	578	25
538	38	23
411	1873	7
1118	225	21
759	105	5
866	506	4
454	170	14
525	1069	21
101	1256	7
127	128	21
2275	834	53
528	1139	7
1691	1564	141
709	500	5
753	745	5
10	369	21
799	304	68
514	1615	21
1108	1484	99
62	146	14
749	1547	3
746	753	21
899	305	21
501	13	14
1245	629	112
211	595	51
770	146	14
1310	1525	66
378	696	25
984	502	14
1293	1072	21
471	23	10
1348	1349	5
307	742	7
1683	66	25
128	726	21
149	123	21
227	591	54
1196	104	5
94	157	14
663	593	7
865	2119	21
1409	790	21
300	1402	63
660	616	54
378	310	25
588	505	7
735	316	21
459	123	21
849	1654	23
557	457	3
366	1415	5
533	1604	3
591	331	54
1343	106	70
641	227	54
641	591	54
322	66	25
799	1484	112
300	1284	63
173	146	14
2040	695	4
1360	320	41
776	1844	3
304	1108	66
154	378	14
718	425	63
398	253	21
776	264	3
69	447	14
395	1529	5
588	1307	7
1609	504	53
968	1361	41
414	127	21
1225	1224	21
835	962	72
1565	146	14
957	629	99
227	641	54
897	378	14
79	986	21
663	579	7
661	2	14
921	834	137
1276	972	21
475	391	47
790	1408	21
377	66	25
1200	104	5
1189	36	76
557	2011	3
2130	1327	3
518	323	23
1550	1613	3
53	1236	21
998	1916	45
22	616	10
1939	968	145
1458	1060	21
1526	1500	145
1771	1484	99
1293	1973	21
1435	1641	23
594	595	51
420	1135	23
119	279	7
369	332	5
1441	146	14
528	152	7
925	977	7
357	555	21
543	514	5
500	709	5
345	146	14
106	348	72
826	323	23
795	1762	7
818	616	54
998	191	45
105	759	5
94	377	14
799	350	112
663	1172	7
745	752	5
156	524	14
408	439	7
254	253	5
567	66	25
2127	106	70
121	770	7
1235	468	21
2077	9	4
304	906	66
542	834	53
2188	401	23
1240	1459	127
1312	1574	21
514	543	5
543	1060	21
1029	459	5
1039	616	10
607	427	3
243	225	5
852	899	21
810	212	96
93	1631	21
572	267	5
61	109	7
1515	2003	23
716	377	14
300	465	63
1120	1472	21
1318	138	145
746	753	5
2449	1564	141
2452	85	4
543	1826	5
603	427	21
126	1239	117
1515	389	23
657	1016	72
2380	1001	3
424	718	63
1225	1348	5
384	304	112
41	222	7
47	1104	5
1018	363	7
146	88	25
161	938	21
69	377	14
598	256	21
432	88	25
663	529	7
205	230	3
1599	649	5
273	2158	7
393	254	5
322	88	25
167	2263	45
855	276	76
117	956	23
629	303	66
2091	428	23
1295	834	53
1145	497	76
211	595	96
592	892	21
582	1297	5
2116	611	47
1735	269	23
545	546	21
1191	1271	7
69	87	14
330	1039	54
79	128	21
613	256	5
225	7	4
1939	521	145
712	805	3
23	660	54
1010	377	91
167	2126	45
414	127	5
1829	1032	23
1129	87	14
353	2087	3
173	377	14
543	1047	23
152	643	14
795	439	7
588	1392	7
2071	160	5
698	1146	127
330	471	54
934	378	14
1360	60	70
468	1235	21
2374	1565	23
101	1307	7
53	1181	23
61	783	7
712	1681	3
770	377	14
879	526	5
330	616	54
1130	1250	3
49	2081	21
411	300	7
105	759	21
776	2365	3
254	460	5
154	146	14
799	2387	68
325	330	54
252	484	21
415	88	25
505	1434	14
427	603	21
384	1868	76
557	717	3
1022	1826	5
749	1247	3
1482	1878	5
2380	427	3
1010	146	91
1738	331	54
53	1549	23
460	267	5
1917	320	145
1458	977	23
700	146	14
312	921	53
1108	1484	112
2170	629	68
1595	803	23
984	447	14
1081	55	21
1586	2	14
357	53	21
70	66	25
542	220	53
588	593	7
663	639	7
968	1360	41
1631	194	23
855	1190	127
227	914	10
1925	377	14
529	2	14
845	844	5
1942	2335	21
22	227	10
1240	1146	127
313	1607	23
101	62	7
669	436	5
698	856	76
1468	2065	23
141	146	14
13	66	25
411	81	7
2330	1017	23
557	928	3
408	813	7
119	1888	7
557	2118	3
221	1307	7
367	1415	21
551	343	23
1137	1742	21
812	378	14
1012	81	23
471	616	54
683	2113	3
304	1771	66
197	974	21
1483	1482	21
162	938	5
243	1663	4
1084	789	21
1539	1275	45
1388	1415	21
2157	1193	4
14	1527	3
700	378	14
735	267	21
1266	565	41
602	55	21
507	2139	21
357	514	21
1695	834	53
1067	1066	21
316	162	21
221	336	7
93	274	23
1293	1292	5
1245	304	99
1230	803	23
2369	834	53
925	172	7
906	350	112
712	1179	3
14	534	3
2051	1110	5
825	1795	23
398	460	21
942	777	21
557	264	3
1416	320	41
796	1324	23
712	1663	3
369	1358	5
455	1302	3
1022	986	21
552	896	23
139	60	70
411	279	7
