76
556	2357	110
262	261	62
2310	1564	140
982	1359	75
604	802	55
1576	2293	62
867	357	65
1675	163	49
634	602	55
645	1671	101
417	1580	89
543	1467	56
984	1187	65
515	128	65
790	1409	49
1010	1231	179
2074	1528	148
802	5	62
1512	2206	85
986	1099	55
2405	2279	170
1675	456	49
177	86	167
1396	1407	13
2158	479	75
746	1030	118
2171	1026	55
930	524	13
1341	332	125
1030	753	65
1928	1927	13
231	232	77
798	1876	38
1489	387	86
752	1030	118
1540	1453	132
1944	2339	13
727	1830	55
20	149	38
1030	745	65
902	1662	140
409	598	65
1673	1434	148
454	2278	65
1290	346	114
1365	2326	159
604	335	62
917	551	55
1044	882	65
602	634	55
215	216	167
401	706	65
258	5	49
210	1122	55
198	1219	42
257	1829	125
1238	1237	55
1806	377	169
731	1319	13
842	2080	65
803	913	65
1597	1315	114
1156	462	13
1987	1362	89
1002	1020	75
1791	1611	13
1207	2032	42
1015	2	87
332	1341	49
1455	1454	89
338	1147	38
126	2222	13
1794	1195	116
793	227	130
346	297	132
380	89	108
