159
16	18	0
537	316	0
125	391	2
15	98	0
179	761	0
829	310	0
634	674	0
44	52	0
771	786	0
196	655	0
477	51	0
42	101	0
18	12	0
375	374	0
354	341	0
137	206	0
483	19	0
816	102	0
288	618	0
485	106	0
12	18	0
130	134	0
332	208	0
383	47	0
90	89	0
331	878	0
151	318	0
151	354	0
637	747	0
124	581	0
470	817	0
765	213	0
710	52	0
521	226	0
553	192	0
11	10	0
52	295	0
890	573	0
603	203	0
375	437	0
226	222	0
573	890	0
24	603	0
743	129	0
441	836	0
395	642	2
760	759	0
552	100	0
155	322	0
268	601	0
310	863	0
330	104	2
180	761	0
81	144	0
384	628	0
195	304	0
187	15	0
170	712	0
815	608	0
465	32	0
565	277	0
452	451	2
369	897	0
161	765	0
391	272	2
766	183	0
270	178	0
37	522	0
178	152	0
524	163	0
600	296	0
744	801	0
653	509	0
438	158	0
292	702	0
24	497	0
50	185	0
477	639	0
15	187	0
772	735	0
831	189	0
561	329	0
904	590	0
297	350	2
9	51	0
15	277	0
47	118	2
650	649	2
99	78	0
688	687	0
203	603	0
725	252	0
849	562	0
685	359	0
243	538	0
250	455	0
82	838	0
707	456	0
219	139	0
917	210	0
802	649	0
445	597	0
129	323	0
155	154	0
80	66	0
78	683	0
637	351	0
102	291	0
799	390	0
755	82	0
725	494	0
604	281	0
23	496	0
369	300	0
828	723	0
471	4	0
80	115	0
74	629	0
461	338	0
692	358	0
530	501	0
159	686	0
811	725	0
479	151	0
267	601	0
371	58	0
672	50	0
639	477	0
117	116	0
607	606	0
315	369	0
160	181	0
13	508	0
339	682	0
189	188	0
140	139	0
205	74	0
344	435	0
887	170	0
277	884	0
303	195	0
455	406	2
296	600	0
759	580	0
370	83	0
710	296	0
702	292	0
787	22	0
89	691	2
4	562	0
534	313	0
143	192	0
263	813	0
437	673	0
701	484	0
451	16	0
106	485	0
529	595	0
434	741	0
